Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,Sunland RV Resort Emerald Desert,382489,16417217,235482,2-Oct-19,Void: 02-ED Weekly Rate - (06-Sep-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417218,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417219,235482,2-Oct-19,Void: 02-ED Weekly Rate - (07-Sep-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417220,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417209,235482,2-Oct-19,Void: 02-ED Weekly Rate - (02-Sep-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417210,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417211,235482,2-Oct-19,Void: 02-ED Weekly Rate - (03-Sep-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417212,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417213,235482,2-Oct-19,Void: 02-ED Weekly Rate - (04-Sep-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417214,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417203,235482,2-Oct-19,Void: 02-ED Weekly Rate - (30-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417204,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417205,235482,2-Oct-19,Void: 02-ED Weekly Rate - (31-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417206,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417207,235482,2-Oct-19,Void: 02-ED Weekly Rate - (01-Sep-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417208,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417197,235482,2-Oct-19,Void: 02-ED Weekly Rate - (27-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417198,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417199,235482,2-Oct-19,Void: 02-ED Weekly Rate - (28-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417200,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417201,235482,2-Oct-19,Void: 02-ED Weekly Rate - (29-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 6 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,382489,16417202,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417191,235482,2-Oct-19,Void: 02-ED Weekly Rate - (24-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417192,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417193,235482,2-Oct-19,Void: 02-ED Weekly Rate - (25-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417194,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417195,235482,2-Oct-19,Void: 02-ED Weekly Rate - (26-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417196,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417185,235482,2-Oct-19,Void: 02-ED Weekly Rate - (21-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417186,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417187,235482,2-Oct-19,Void: 02-ED Weekly Rate - (22-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417188,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417189,235482,2-Oct-19,Void: 02-ED Weekly Rate - (23-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417190,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417179,235482,2-Oct-19,Void: 02-ED Weekly Rate - (18-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417180,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417181,235482,2-Oct-19,Void: 02-ED Weekly Rate - (19-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417182,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417183,235482,2-Oct-19,Void: 02-ED Weekly Rate - (20-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417184,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417173,235482,2-Oct-19,Void: 02-ED Weekly Rate - (15-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417174,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417175,235482,2-Oct-19,Void: 02-ED Weekly Rate - (16-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417176,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417177,235482,2-Oct-19,Void: 02-ED Weekly Rate - (17-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417178,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417167,235482,2-Oct-19,Void: 02-ED Weekly Rate - (12-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417168,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417169,235482,2-Oct-19,Void: 02-ED Weekly Rate - (13-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417170,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 7 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,382489,16417171,235482,2-Oct-19,Void: 02-ED Weekly Rate - (14-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417172,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417161,235482,2-Oct-19,Void: 02-ED Weekly Rate - (09-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417162,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417163,235482,2-Oct-19,Void: 02-ED Weekly Rate - (10-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417164,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417165,235482,2-Oct-19,Void: 02-ED Weekly Rate - (11-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417166,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417155,235482,2-Oct-19,Void: 02-ED Weekly Rate - (06-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417156,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417157,235482,2-Oct-19,Void: 02-ED Weekly Rate - (07-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417158,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417159,235482,2-Oct-19,Void: 02-ED Weekly Rate - (08-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417160,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417149,235482,2-Oct-19,Void: 02-ED Weekly Rate - (03-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417150,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417151,235482,2-Oct-19,Void: 02-ED Weekly Rate - (04-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417152,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417153,235482,2-Oct-19,Void: 02-ED Weekly Rate - (05-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417154,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417143,235482,2-Oct-19,Void: 02-ED Weekly Rate - (31-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417144,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417145,235482,2-Oct-19,Void: 02-ED Weekly Rate - (01-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417146,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417147,235482,2-Oct-19,Void: 02-ED Weekly Rate - (02-Aug-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417148,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417137,235482,2-Oct-19,Void: 02-ED Weekly Rate - (28-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417138,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417139,235482,2-Oct-19,Void: 02-ED Weekly Rate - (29-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 8 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,382489,16417140,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417141,235482,2-Oct-19,Void: 02-ED Weekly Rate - (30-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417142,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417131,235482,2-Oct-19,Void: 02-ED Weekly Rate - (25-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417132,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417133,235482,2-Oct-19,Void: 02-ED Weekly Rate - (26-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417134,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417135,235482,2-Oct-19,Void: 02-ED Weekly Rate - (27-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417136,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417125,235482,2-Oct-19,Void: 02-ED Weekly Rate - (22-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417126,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417127,235482,2-Oct-19,Void: 02-ED Weekly Rate - (23-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417128,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417129,235482,2-Oct-19,Void: 02-ED Weekly Rate - (24-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417130,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417119,235482,2-Oct-19,Void: 02-ED Weekly Rate - (19-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417120,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417121,235482,2-Oct-19,Void: 02-ED Weekly Rate - (20-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417122,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417123,235482,2-Oct-19,Void: 02-ED Weekly Rate - (21-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417124,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417113,235482,2-Oct-19,Void: 02-ED Weekly Rate - (16-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417114,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417115,235482,2-Oct-19,Void: 02-ED Weekly Rate - (17-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417116,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417117,235482,2-Oct-19,Void: 02-ED Weekly Rate - (18-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417118,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417107,235482,2-Oct-19,Void: 02-ED Weekly Rate - (13-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417108,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 9 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,382489,16417109,235482,2-Oct-19,Void: 02-ED Weekly Rate - (14-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417110,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417111,235482,2-Oct-19,Void: 02-ED Weekly Rate - (15-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417112,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417101,235482,2-Oct-19,Void: 02-ED Weekly Rate - (10-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417102,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417103,235482,2-Oct-19,Void: 02-ED Weekly Rate - (11-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417104,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417105,235482,2-Oct-19,Void: 02-ED Weekly Rate - (12-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417106,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417095,235482,2-Oct-19,Void: 02-ED Weekly Rate - (07-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417096,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417097,235482,2-Oct-19,Void: 02-ED Weekly Rate - (08-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417098,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417099,235482,2-Oct-19,Void: 02-ED Weekly Rate - (09-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417100,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417089,235482,2-Oct-19,Void: 02-ED Weekly Rate - (04-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417090,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417091,235482,2-Oct-19,Void: 02-ED Weekly Rate - (05-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417092,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417093,235482,2-Oct-19,Void: 02-ED Weekly Rate - (06-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417094,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417083,235482,2-Oct-19,Void: 02-ED Weekly Rate - (01-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417084,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417085,235482,2-Oct-19,Void: 02-ED Weekly Rate - (02-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417086,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417087,235482,2-Oct-19,Void: 02-ED Weekly Rate - (03-Jul-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417088,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417077,235482,2-Oct-19,Void: 02-ED Weekly Rate - (28-Jun-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
Report Generated: 30 Oct 2019 at 11:58 AM PDT,,,,,,,,,,Page 10 of 348,
Sunland RV Resort Emerald Desert,,,,,,,,,,,
Void Reasons,,,,,,,,,,,
Date: From 1 Oct 2019 to 31 Dec 2019,,,,,,,,,,,
,,,,,,,,,,,
,Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,,Amount
,,,,,,,,,,,
,Sunland RV Resort Emerald Desert,382489,16417078,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417079,235482,2-Oct-19,Void: 02-ED Weekly Rate - (29-Jun-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417080,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417081,235482,2-Oct-19,Void: 02-ED Weekly Rate - (30-Jun-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417082,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417071,235482,2-Oct-19,Void: 02-ED Weekly Rate - (25-Jun-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
,Sunland RV Resort Emerald Desert,382489,16417072,235482,2-Oct-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Jenn,,1
,Sunland RV Resort Emerald Desert,382489,16417073,235482,2-Oct-19,Void: 02-ED Weekly Rate - (26-Jun-19),Incorrect Entry,Lot-Weekly,Jenn,,30.51
